Word, suny_c, gutenberg_c, suny_ws, gutenberg_ws, total
|charmless|, |1|, |0|, |1|, |0|, |2|
|shifty.|, |0|, |0|, |1|, |0|, |1|
|hard|, |5|, |5|, |4|, |4|, |18|
|notes|, |3|, |3|, |1|, |1|, |8|
|encountered|, |2|, |2|, |2|, |2|, |8|
|horizon.|, |0|, |0|, |1|, |1|, |2|
|morning,|, |0|, |0|, |1|, |1|, |2|
|see,"|, |0|, |0|, |0|, |2|, |2|
|that?"|, |0|, |0|, |3|, |3|, |6|
|within|, |1|, |2|, |1|, |2|, |6|
|countess.|, |0|, |0|, |0|, |1|, |1|
|possibly|, |1|, |2|, |1|, |2|, |6|
|marked|, |1|, |0|, |1|, |0|, |2|
|Switzerland,|, |0|, |0|, |1|, |1|, |2|
|Ah|, |10|, |4|, |2|, |0|, |16|
|alone,|, |0|, |0|, |1|, |1|, |2|
|cruelly|, |1|, |1|, |1|, |1|, |4|
|laughed.|, |0|, |0|, |1|, |0|, |1|
|tour."|, |0|, |0|, |1|, |0|, |1|
|pursued|, |2|, |1|, |1|, |0|, |4|
|gazed|, |1|, |2|, |1|, |2|, |6|
|thrown|, |1|, |0|, |1|, |0|, |2|
|master|, |2|, |0|, |1|, |0|, |3|
|_hein_?"|, |0|, |0|, |1|, |0|, |1|
|succeeded|, |0|, |1|, |0|, |1|, |2|
|side|, |9|, |10|, |7|, |7|, |33|
|wicked|, |1|, |0|, |0|, |0|, |1|
|instead|, |1|, |1|, |1|, |1|, |4|
|article.|, |0|, |0|, |1|, |0|, |1|
|undisturbed|, |1|, |1|, |1|, |1|, |4|
|day--remember|, |0|, |0|, |1|, |0|, |1|
|beautiful?"|, |0|, |0|, |1|, |1|, |2|
|dining-room.|, |0|, |0|, |0|, |1|, |1|
|by--inclination."|, |0|, |0|, |1|, |1|, |2|
|complacently|, |1|, |0|, |1|, |0|, |2|
|peinture|, |1|, |1|, |0|, |0|, |2|
|town-gossip|, |1|, |1|, |0|, |0|, |2|
|chinoise_|, |1|, |1|, |0|, |0|, |2|
|Then|, |13|, |14|, |10|, |9|, |46|
|that,|, |0|, |0|, |3|, |3|, |6|
|intonation|, |1|, |1|, |1|, |0|, |3|
|hesitation|, |0|, |1|, |0|, |0|, |1|
|statuesque.|, |0|, |0|, |1|, |1|, |2|
|flatness.|, |0|, |0|, |1|, |0|, |1|
|polite."|, |0|, |0|, |1|, |1|, |2|
|till|, |4|, |2|, |4|, |2|, |12|
|wickedness."|, |0|, |0|, |0|, |1|, |1|
|well!"|, |0|, |0|, |0|, |1|, |1|
|story;|, |0|, |0|, |0|, |1|, |1|
|drop|, |2|, |1|, |1|, |1|, |5|
|there?"|, |0|, |0|, |2|, |1|, |3|
|such|, |16|, |8|, |13|, |8|, |45|
|meetings|, |1|, |1|, |1|, |1|, |4|
|table.|, |0|, |0|, |1|, |2|, |3|
|Pisa,|, |0|, |0|, |1|, |1|, |2|
|expectations|, |1|, |0|, |1|, |0|, |2|
|countess-cousin,|, |0|, |0|, |0|, |1|, |1|
|described|, |1|, |1|, |1|, |1|, |4|
|Ever|, |1|, |0|, |0|, |0|, |1|
|gapingly|, |1|, |0|, |1|, |0|, |2|
|voice.|, |0|, |0|, |1|, |3|, |4|
|wicked,|, |0|, |0|, |1|, |0|, |1|
|great-aunt,|, |0|, |0|, |1|, |0|, |1|
|Grimwinter!"|, |0|, |0|, |0|, |1|, |1|
|believe,|, |0|, |0|, |1|, |1|, |2|
|them--if|, |0|, |0|, |1|, |0|, |1|
|pink|, |7|, |6|, |7|, |6|, |26|
|conceived--whether|, |0|, |0|, |1|, |0|, |1|
|enquiringly|, |1|, |0|, |1|, |0|, |2|
|inexpensively|, |1|, |0|, |1|, |0|, |2|
|large|, |9|, |8|, |8|, |7|, |32|
|kept|, |7|, |4|, |7|, |4|, |22|
|like|, |17|, |19|, |17|, |19|, |72|
|terms|, |1|, |1|, |1|, |1|, |4|
|chance_|, |1|, |0|, |0|, |0|, |1|
|emotion|, |0|, |1|, |0|, |0|, |1|
|before,|, |0|, |0|, |1|, |1|, |2|
|aspect.|, |0|, |0|, |0|, |1|, |1|
|circular|, |3|, |3|, |3|, |3|, |12|
|usually|, |2|, |2|, |2|, |2|, |8|
|I,|, |0|, |0|, |1|, |4|, |5|
|naked|, |0|, |1|, |0|, |1|, |2|
|token|, |1|, |1|, |1|, |1|, |4|
|him?"|, |0|, |0|, |1|, |1|, |2|
|ask.|, |0|, |0|, |1|, |0|, |1|
|ground.|, |0|, |0|, |0|, |1|, |1|
|horse|, |1|, |1|, |0|, |0|, |2|
|harmless|, |1|, |0|, |1|, |0|, |2|
|confound|, |0|, |1|, |0|, |1|, |2|
|common,|, |0|, |0|, |1|, |0|, |1|
|what,|, |0|, |0|, |1|, |1|, |2|
|quickly,|, |0|, |0|, |1|, |2|, |3|
|expressively|, |1|, |1|, |1|, |0|, |3|
|admitted|, |1|, |1|, |1|, |1|, |4|
|inn,|, |0|, |0|, |0|, |1|, |1|
|souuded|, |0|, |1|, |0|, |1|, |2|
|photograph|, |1|, |1|, |1|, |1|, |4|
|Afterwards|, |1|, |0|, |1|, |0|, |2|
|do?"|, |0|, |0|, |1|, |1|, |2|
|any|, |12|, |5|, |11|, |5|, |33|
|persisted.|, |0|, |0|, |1|, |0|, |1|
|woodshed|, |0|, |1|, |0|, |1|, |2|
|'people|, |1|, |0|, |0|, |0|, |1|
|speaks|, |1|, |1|, |1|, |1|, |4|
|disgust|, |2|, |0|, |2|, |0|, |4|
|retire|, |1|, |1|, |0|, |0|, |2|
|mocked|, |1|, |0|, |1|, |0|, |2|
|cup|, |2|, |2|, |2|, |2|, |8|
|fixedness--long|, |0|, |0|, |1|, |0|, |1|
|desert|, |2|, |1|, |1|, |1|, |5|
|yes!"|, |0|, |0|, |0|, |1|, |1|
|misery--!|, |0|, |0|, |1|, |0|, |1|
|lean,|, |0|, |0|, |1|, |0|, |1|
|only|, |16|, |16|, |15|, |16|, |63|
|laugh,|, |0|, |0|, |1|, |1|, |2|
|whole|, |3|, |1|, |3|, |1|, |8|
|monsieu|, |0|, |1|, |0|, |0|, |1|
|priests|, |1|, |1|, |0|, |0|, |2|
|talk.|, |0|, |0|, |1|, |1|, |2|
|character,|, |0|, |0|, |1|, |0|, |1|
|evening,|, |0|, |0|, |0|, |1|, |1|
|minutes;|, |0|, |0|, |0|, |1|, |1|
|moment,|, |0|, |0|, |3|, |9|, |12|
|night!"|, |0|, |0|, |1|, |1|, |2|
|her|, |244|, |220|, |205|, |187|, |856|
|measuring|, |1|, |0|, |1|, |0|, |2|
|wrapper|, |2|, |0|, |1|, |0|, |3|
|Countess!"|, |0|, |0|, |1|, |0|, |1|
|MEETINGS.|, |0|, |0|, |0|, |1|, |1|
|(279)|, |0|, |0|, |1|, |0|, |1|
|monsieur,"|, |0|, |0|, |2|, |1|, |3|
|cafe,|, |0|, |0|, |1|, |0|, |1|
|solemnity,|, |0|, |0|, |1|, |0|, |1|
|led|, |3|, |2|, |3|, |2|, |10|
|between|, |4|, |2|, |4|, |2|, |12|
|here,|, |0|, |0|, |2|, |3|, |5|
|But|, |30|, |34|, |26|, |27|, |117|
|decision|, |1|, |0|, |1|, |0|, |2|
|interest--then|, |0|, |0|, |1|, |0|, |1|
|half-alarmed|, |1|, |0|, |1|, |0|, |2|
|steamer|, |4|, |4|, |2|, |2|, |12|
|grace|, |3|, |0|, |1|, |0|, |4|
|step|, |3|, |0|, |1|, |0|, |4|
|Gracious|, |1|, |0|, |0|, |0|, |1|
|tea-party,|, |0|, |0|, |1|, |1|, |2|
|rested|, |2|, |2|, |2|, |2|, |8|
|tearing|, |1|, |0|, |1|, |0|, |2|
|rigmarole|, |2|, |0|, |0|, |0|, |2|
|insisted|, |2|, |1|, |2|, |1|, |6|
|"After|, |0|, |0|, |1|, |1|, |2|
|in.|, |0|, |0|, |6|, |2|, |8|
|"At|, |0|, |0|, |4|, |4|, |8|
|observant;|, |0|, |0|, |0|, |1|, |1|
|letter.|, |0|, |0|, |0|, |1|, |1|
|interrupt.|, |0|, |0|, |0|, |1|, |1|
|guidebooks.|, |0|, |0|, |0|, |1|, |1|
|earnestness|, |1|, |0|, |1|, |0|, |2|
|made|, |14|, |12|, |14|, |12|, |52|
|security|, |1|, |1|, |0|, |0|, |2|
|inns|, |1|, |1|, |0|, |0|, |2|
|husband|, |6|, |4|, |2|, |0|, |12|
|consolatory|, |1|, |1|, |1|, |1|, |4|
|_quatrieme_|, |1|, |0|, |0|, |0|, |1|
|dis-Byronized|, |0|, |1|, |0|, |0|, |1|
|301|, |1|, |0|, |0|, |0|, |1|
|absurd--and|, |0|, |0|, |1|, |0|, |1|
|attended|, |1|, |0|, |1|, |0|, |2|
|thing."|, |0|, |0|, |1|, |1|, |2|
|may|, |10|, |5|, |10|, |5|, |30|
|candour|, |2|, |0|, |1|, |0|, |3|
|lucid|, |1|, |0|, |1|, |0|, |2|
|shipmate,|, |0|, |0|, |1|, |1|, |2|
|Princes|, |1|, |1|, |0|, |0|, |2|
|utterance|, |0|, |1|, |0|, |1|, |2|
|adorned|, |1|, |1|, |1|, |1|, |4|
|Where|, |2|, |2|, |1|, |1|, |6|
|appeared|, |4|, |2|, |3|, |2|, |11|
|_cafés-concerts_|, |0|, |1|, |0|, |0|, |1|
|(269)|, |0|, |0|, |1|, |0|, |1|
|returned|, |9|, |4|, |4|, |4|, |21|
|Good|, |0|, |2|, |0|, |1|, |3|
|French."|, |0|, |0|, |1|, |0|, |1|
|deuce|, |1|, |0|, |1|, |0|, |2|
|how|, |7|, |3|, |6|, |2|, |18|
|moving|, |2|, |3|, |1|, |2|, |8|
|docked|, |1|, |0|, |0|, |0|, |1|
|teeth,|, |0|, |0|, |2|, |0|, |2|
|authority|, |1|, |0|, |0|, |0|, |1|
|scrupulously|, |0|, |1|, |0|, |1|, |2|
|lap.|, |0|, |0|, |1|, |1|, |2|
|man!|, |0|, |0|, |0|, |1|, |1|
|amoureux_|, |1|, |0|, |0|, |0|, |1|
|town-gossip,|, |0|, |0|, |1|, |1|, |2|
|hurried|, |1|, |0|, |1|, |0|, |2|
|bad."|, |0|, |0|, |1|, |1|, |2|
|though|, |11|, |4|, |9|, |4|, |28|
|confidential|, |0|, |1|, |0|, |1|, |2|
|Tell|, |1|, |1|, |1|, |1|, |4|
|beautiful."|, |0|, |0|, |1|, |1|, |2|
|myself.|, |0|, |0|, |2|, |2|, |4|
|Parisian|, |1|, |1|, |1|, |1|, |4|
|sadly|, |1|, |2|, |1|, |2|, |6|
|companion's|, |0|, |0|, |1|, |1|, |2|
|WAS:|, |0|, |0|, |1|, |0|, |1|
|revealed,|, |0|, |0|, |1|, |0|, |1|
|open.|, |0|, |0|, |1|, |1|, |2|
|Here|, |3|, |4|, |2|, |1|, |10|
|rising.|, |0|, |0|, |1|, |1|, |2|
|vehicles,|, |0|, |0|, |1|, |1|, |2|
|vain.|, |0|, |0|, |1|, |1|, |2|
|convenience,|, |0|, |0|, |1|, |1|, |2|
|tired|, |3|, |4|, |2|, |1|, |10|
|soaring|, |1|, |0|, |1|, |0|, |2|
|saw|, |17|, |22|, |16|, |21|, |76|
|bien|, |2|, |0|, |1|, |0|, |3|
|get|, |6|, |5|, |5|, |4|, |20|
|existence,|, |0|, |0|, |1|, |0|, |1|
|observed,|, |0|, |0|, |2|, |1|, |3|
|irresistible|, |1|, |1|, |1|, |1|, |4|
|cap,|, |0|, |0|, |1|, |2|, |3|
|seldom|, |1|, |0|, |1|, |0|, |2|
|fluttering|, |1|, |0|, |1|, |0|, |2|
|anxious|, |2|, |1|, |2|, |1|, |6|
|house.|, |0|, |0|, |0|, |1|, |1|
|delicacy.|, |0|, |0|, |1|, |1|, |2|
|275|, |1|, |0|, |0|, |0|, |1|
|will|, |5|, |21|, |4|, |20|, |50|
|replied.|, |0|, |0|, |2|, |1|, |3|
|dropped|, |4|, |2|, |4|, |2|, |12|
|impatience.|, |0|, |0|, |1|, |1|, |2|
|vitiated|, |1|, |0|, |1|, |0|, |2|
|swagger|, |1|, |0|, |0|, |0|, |1|
|comparative|, |1|, |1|, |1|, |1|, |4|
|offer|, |0|, |1|, |0|, |1|, |2|
|wood-shed|, |1|, |0|, |1|, |0|, |2|
|faith|, |3|, |1|, |2|, |1|, |7|
|one's|, |0|, |0|, |2|, |0|, |2|
|decorum.|, |0|, |0|, |1|, |0|, |1|
|she's|, |0|, |0|, |4|, |0|, |4|
|pretty|, |10|, |12|, |10|, |10|, |42|
|Excuse|, |0|, |2|, |0|, |0|, |2|
|so;|, |0|, |0|, |0|, |1|, |1|
|malarious|, |1|, |1|, |1|, |1|, |4|
|YOU--though|, |0|, |0|, |1|, |0|, |1|
|experience;|, |0|, |0|, |2|, |0|, |2|
|IV|, |1|, |1|, |1|, |0|, |3|
|First|, |2|, |1|, |1|, |0|, |4|
|expensive,|, |0|, |0|, |1|, |0|, |1|
|welcome.|, |0|, |0|, |0|, |1|, |1|
|_trottoir_|, |0|, |1|, |0|, |0|, |1|
|not--But|, |0|, |0|, |0|, |1|, |1|
|Virginia|, |1|, |1|, |1|, |1|, |4|
|!|, |64|, |58|, |0|, |0|, |122|
|presently|, |4|, |5|, |1|, |3|, |13|
|following|, |1|, |1|, |0|, |1|, |3|
|Do|, |9|, |9|, |0|, |0|, |18|
|There|, |7|, |9|, |3|, |6|, |25|
|me;|, |0|, |0|, |1|, |5|, |6|
|primordial,--antecedent|, |0|, |0|, |0|, |1|, |1|
|than|, |9|, |9|, |9|, |9|, |36|
|implanted|, |1|, |0|, |1|, |0|, |2|
|elapsed.|, |0|, |0|, |1|, |1|, |2|
|letter,|, |0|, |0|, |1|, |0|, |1|
|upliftedness|, |1|, |0|, |0|, |0|, |1|
|stoical|, |0|, |1|, |0|, |0|, |1|
|transport|, |1|, |1|, |1|, |1|, |4|
|wave,|, |0|, |0|, |1|, |0|, |1|
|among|, |2|, |1|, |2|, |1|, |6|
|279|, |1|, |0|, |0|, |0|, |1|
|story,|, |0|, |0|, |0|, |1|, |1|
|book|, |1|, |0|, |0|, |0|, |1|
|reply|, |1|, |0|, |1|, |0|, |2|
|travelling|, |2|, |3|, |1|, |1|, |7|
|amusing|, |1|, |1|, |0|, |0|, |2|
|(270)|, |0|, |0|, |1|, |0|, |1|
|"Don't|, |0|, |0|, |2|, |2|, |4|
|learn|, |1|, |1|, |1|, |1|, |4|
|few|, |9|, |5|, |9|, |5|, |28|
|James|, |0|, |1|, |0|, |1|, |2|
|_Salle|, |0|, |1|, |0|, |1|, |2|
|peculiar|, |0|, |1|, |0|, |1|, |2|
|then,|, |0|, |0|, |3|, |3|, |6|
|kinsman|, |2|, |0|, |1|, |0|, |3|
|mal_|, |1|, |0|, |0|, |0|, |1|
|(287)|, |0|, |0|, |1|, |0|, |1|
|"Has|, |0|, |0|, |2|, |2|, |4|
|man's|, |0|, |0|, |1|, |0|, |1|
|quickly|, |1|, |2|, |0|, |0|, |3|
|personage|, |1|, |0|, |1|, |0|, |2|
|down,|, |0|, |0|, |2|, |2|, |4|
|polite,"|, |0|, |0|, |1|, |1|, |2|
|299|, |1|, |0|, |0|, |0|, |1|
|"Not|, |0|, |0|, |0|, |1|, |1|
|first,|, |0|, |0|, |1|, |0|, |1|
|ARE|, |2|, |0|, |1|, |0|, |3|
|ruined.|, |0|, |0|, |0|, |1|, |1|
|Pardon|, |1|, |0|, |0|, |0|, |1|
|doors|, |1|, |1|, |0|, |0|, |2|
|tapestry|, |1|, |1|, |0|, |1|, |3|
|wished,|, |0|, |0|, |0|, |1|, |1|
|happened;|, |0|, |0|, |1|, |1|, |2|
|stoically|, |1|, |0|, |1|, |0|, |2|
|pointed|, |5|, |6|, |5|, |6|, |22|
|vision,|, |0|, |0|, |1|, |1|, |2|
|pouring|, |1|, |1|, |1|, |1|, |4|
|dressing-gown|, |1|, |4|, |1|, |2|, |8|
|port--I|, |0|, |0|, |1|, |0|, |1|
|those|, |4|, |3|, |4|, |3|, |14|
|lids|, |1|, |0|, |0|, |0|, |1|
|rickety|, |1|, |1|, |1|, |1|, |4|
|flourished|, |1|, |1|, |1|, |1|, |4|
|aesthetic|, |1|, |0|, |1|, |0|, |2|
|Mixter|, |10|, |9|, |3|, |4|, |26|
|vexed|, |0|, |1|, |0|, |1|, |2|
|(It|, |0|, |0|, |0|, |1|, |1|
|pretentious,|, |0|, |0|, |0|, |1|, |1|
|simplicity.|, |0|, |0|, |0|, |1|, |1|
|other|, |13|, |6|, |11|, |5|, |35|
|finger-tips."|, |0|, |0|, |1|, |0|, |1|
|afraid,"|, |0|, |0|, |1|, |0|, |1|
|sidewalk.|, |0|, |0|, |1|, |0|, |1|
|correctly,|, |0|, |0|, |1|, |1|, |2|
|portress|, |1|, |1|, |1|, |1|, |4|
|short,"|, |0|, |0|, |1|, |1|, |2|
|sombrero|, |2|, |2|, |1|, |1|, |6|
|attributes|, |1|, |1|, |0|, |0|, |2|
|drove|, |1|, |1|, |1|, |1|, |4|
|arrive|, |3|, |2|, |1|, |1|, |7|
|know|, |32|, |25|, |24|, |20|, |101|
|ice|, |1|, |1|, |1|, |1|, |4|
|exceed|, |1|, |1|, |1|, |1|, |4|
|isn't|, |0|, |0|, |5|, |0|, |5|
|vessels|, |1|, |1|, |1|, |1|, |4|
|distress;|, |0|, |0|, |0|, |1|, |1|
|_Voilà|, |0|, |1|, |0|, |0|, |1|
|pace|, |1|, |1|, |0|, |0|, |2|
|buried|, |1|, |1|, |1|, |1|, |4|
|"Your|, |0|, |0|, |2|, |2|, |4|
|Provençale."|, |0|, |0|, |0|, |1|, |1|
|probably|, |0|, |1|, |0|, |1|, |2|
|souls|, |1|, |0|, |0|, |0|, |1|
|clearness|, |1|, |0|, |1|, |0|, |2|
|listening,|, |0|, |0|, |0|, |1|, |1|
|memory|, |0|, |1|, |0|, |1|, |2|
|speak|, |14|, |14|, |10|, |10|, |48|
|agitated.|, |0|, |0|, |1|, |2|, |3|
|here--a|, |0|, |0|, |1|, |0|, |1|
|pulled|, |2|, |1|, |2|, |1|, |6|
|me!--it's|, |0|, |0|, |1|, |0|, |1|
|yours|, |1|, |2|, |0|, |0|, |3|
|joins|, |1|, |0|, |1|, |0|, |2|
|betrayed|, |0|, |1|, |0|, |1|, |2|
|bow|, |1|, |2|, |0|, |1|, |4|
|brother-in-law|, |4|, |6|, |2|, |3|, |15|
|Spencer--with|, |0|, |0|, |1|, |0|, |1|
|know,"|, |0|, |0|, |3|, |1|, |4|
|wanton,|, |0|, |0|, |1|, |0|, |1|
|wondering|, |3|, |3|, |2|, |2|, |10|
|sir?"|, |0|, |0|, |1|, |1|, |2|
|Come,|, |0|, |0|, |1|, |0|, |1|
|badly|, |1|, |0|, |1|, |0|, |2|
|_|, |0|, |4|, |0|, |0|, |4|
|everything--I'll|, |0|, |0|, |1|, |0|, |1|
|indeed,|, |0|, |0|, |1|, |0|, |1|
|sketched|, |1|, |0|, |1|, |0|, |2|
|precision|, |0|, |1|, |0|, |0|, |1|
|finished|, |3|, |3|, |2|, |3|, |11|
|money.|, |0|, |0|, |3|, |2|, |5|
|nook|, |1|, |1|, |1|, |1|, |4|
|prettily|, |0|, |1|, |0|, |0|, |1|
|quote|, |1|, |1|, |1|, |1|, |4|
|Not|, |0|, |1|, |0|, |0|, |1|
|morrow.|, |0|, |0|, |1|, |0|, |1|
|First,|, |0|, |0|, |1|, |1|, |2|
|he!"|, |0|, |0|, |1|, |1|, |2|
|struck|, |3|, |1|, |3|, |1|, |8|
|items|, |1|, |0|, |1|, |0|, |2|
|long|, |13|, |11|, |11|, |11|, |46|
|devergondee_|, |1|, |0|, |0|, |0|, |1|
|bearing|, |1|, |1|, |1|, |1|, |4|
|bust|, |2|, |2|, |0|, |0|, |4|
|said--"I|, |0|, |0|, |1|, |0|, |1|
|having|, |3|, |1|, |3|, |1|, |8|
|speedily|, |1|, |1|, |0|, |0|, |2|
|surprised,|, |0|, |0|, |1|, |0|, |1|
|cleaning|, |1|, |1|, |1|, |1|, |4|
|belle_"|, |0|, |0|, |0|, |1|, |1|
|years--I|, |0|, |0|, |1|, |0|, |1|
|eye.|, |0|, |0|, |0|, |1|, |1|
|ancient|, |2|, |2|, |2|, |2|, |8|
|morning."|, |0|, |0|, |1|, |1|, |2|
|pictorial|, |0|, |1|, |0|, |1|, |2|
|disagreeable|, |2|, |4|, |2|, |4|, |12|
|you?"|, |0|, |0|, |3|, |1|, |4|
|is."|, |0|, |0|, |1|, |1|, |2|
|fool|, |1|, |1|, |1|, |1|, |4|
|sacrifice|, |3|, |0|, |3|, |0|, |6|
|seeing|, |0|, |1|, |0|, |1|, |2|
|place.|, |0|, |0|, |1|, |1|, |2|
|landlegs.|, |0|, |0|, |0|, |1|, |1|
|keen,|, |0|, |0|, |0|, |1|, |1|
|mistaken,|, |0|, |0|, |0|, |1|, |1|
|He|, |42|, |43|, |28|, |31|, |144|
|liked|, |1|, |0|, |1|, |0|, |2|
|old-fashioned|, |1|, |2|, |1|, |2|, |6|
|Was|, |1|, |1|, |0|, |0|, |2|
|procure|, |0|, |1|, |0|, |1|, |2|
|laced,|, |0|, |0|, |1|, |1|, |2|
|parlor|, |0|, |2|, |0|, |0|, |2|
|"You|, |0|, |0|, |11|, |18|, |29|
|Then,--"At|, |0|, |0|, |0|, |1|, |1|
|days|, |2|, |2|, |1|, |1|, |6|
|lap,|, |0|, |0|, |1|, |1|, |2|
|much,|, |0|, |0|, |1|, |0|, |1|
|seem|, |1|, |1|, |1|, |1|, |4|
|surprised|, |1|, |1|, |0|, |1|, |3|
|Mixter.|, |0|, |0|, |4|, |3|, |7|
|over;|, |0|, |0|, |0|, |1|, |1|
|tone.|, |0|, |0|, |1|, |0|, |1|
|true,"|, |0|, |0|, |0|, |1|, |1|
|color|, |0|, |2|, |0|, |1|, |3|
|imperfectly|, |0|, |1|, |0|, |0|, |1|
|_café_;|, |0|, |0|, |0|, |1|, |1|
|his|, |54|, |53|, |53|, |53|, |213|
|far--she|, |0|, |0|, |1|, |0|, |1|
|hovered|, |1|, |0|, |0|, |0|, |1|
|(283)|, |0|, |0|, |1|, |0|, |1|
|structure|, |1|, |1|, |1|, |1|, |4|
|understood|, |1|, |0|, |0|, |0|, |1|
|her--her--not|, |0|, |0|, |1|, |1|, |2|
|peinture!"|, |0|, |0|, |1|, |1|, |2|
|weight|, |1|, |0|, |0|, |0|, |1|
|distress."|, |0|, |0|, |1|, |1|, |2|
|fashion--it|, |0|, |0|, |1|, |0|, |1|
|Several|, |1|, |0|, |1|, |0|, |2|
|kind!"|, |0|, |0|, |0|, |1|, |1|
|six|, |1|, |2|, |1|, |2|, |6|
|nothing,|, |0|, |0|, |1|, |2|, |3|
|husband,|, |0|, |0|, |2|, |2|, |4|
|night--listening|, |0|, |0|, |1|, |0|, |1|
|home."|, |0|, |0|, |0|, |1|, |1|
|decent.|, |0|, |0|, |1|, |0|, |1|
|seems|, |3|, |1|, |2|, |1|, |7|
|met.|, |0|, |0|, |2|, |0|, |2|
|became|, |1|, |1|, |1|, |1|, |4|
|Greek|, |2|, |2|, |2|, |2|, |8|
|knee-high.|, |0|, |0|, |1|, |1|, |2|
|prefer|, |1|, |3|, |0|, |2|, |6|
|snowing|, |1|, |1|, |1|, |1|, |4|
|hotel,|, |0|, |0|, |1|, |2|, |3|
|deal.|, |0|, |0|, |1|, |1|, |2|
|three|, |7|, |6|, |7|, |6|, |26|
|polite!"|, |0|, |0|, |1|, |1|, |2|
|he's|, |0|, |0|, |3|, |1|, |4|
|way--!|, |0|, |0|, |1|, |0|, |1|
|"Please--please,"|, |0|, |0|, |0|, |1|, |1|
|so|, |34|, |27|, |28|, |25|, |114|
|forces|, |1|, |0|, |1|, |0|, |2|
|houses|, |2|, |2|, |0|, |0|, |4|
|disappointed."|, |0|, |0|, |1|, |1|, |2|
|him."|, |0|, |0|, |0|, |2|, |2|
|landladies|, |1|, |0|, |0|, |0|, |1|
|deceived|, |1|, |0|, |1|, |0|, |2|
|enter|, |1|, |1|, |0|, |0|, |2|
|on|, |78|, |42|, |71|, |39|, |230|
|marks|, |1|, |0|, |0|, |0|, |1|
|recover|, |0|, |1|, |0|, |1|, |2|
|story.|, |0|, |0|, |1|, |0|, |1|
|based|, |1|, |0|, |0|, |0|, |1|
|you--whom|, |0|, |0|, |1|, |0|, |1|
|afresh|, |1|, |0|, |0|, |0|, |1|
|yours,|, |0|, |0|, |1|, |1|, |2|
|It|, |35|, |32|, |18|, |19|, |104|
|'honourably'?"|, |0|, |0|, |1|, |0|, |1|
|"Until|, |0|, |0|, |1|, |1|, |2|
|ecstasy|, |2|, |2|, |1|, |1|, |6|
|sunspot|, |1|, |1|, |1|, |1|, |4|
|prodigious|, |1|, |0|, |1|, |0|, |2|
|clasping|, |1|, |0|, |1|, |0|, |2|
|kinsman,|, |0|, |0|, |1|, |0|, |1|
|you.|, |0|, |0|, |3|, |2|, |5|
|home|, |3|, |4|, |2|, |1|, |10|
|MUST|, |1|, |0|, |1|, |0|, |2|
|coming|, |2|, |4|, |1|, |3|, |10|
|clearly|, |2|, |0|, |1|, |0|, |3|
|no!"--she|, |0|, |0|, |1|, |0|, |1|
|"Before|, |0|, |0|, |1|, |0|, |1|
|completely|, |2|, |1|, |2|, |1|, |6|
|copies|, |0|, |1|, |0|, |1|, |2|
|belle_|, |1|, |1|, |0|, |0|, |2|
|quietly,|, |0|, |0|, |0|, |1|, |1|
|disgusted,|, |0|, |0|, |1|, |1|, |2|
|poor|, |19|, |15|, |19|, |15|, |68|
|these|, |6|, |2|, |6|, |2|, |16|
|honestly?"|, |0|, |0|, |0|, |1|, |1|
|Puritanism|, |1|, |1|, |1|, |0|, |3|
|shapes|, |1|, |1|, |1|, |1|, |4|
|down|, |13|, |16|, |8|, |12|, |49|
|kitchen|, |1|, |1|, |1|, |1|, |4|
|Paris_|, |1|, |0|, |1|, |0|, |2|
|prettily!"|, |0|, |0|, |0|, |1|, |1|
|midst|, |1|, |1|, |1|, |1|, |4|
|monstrous,|, |0|, |0|, |1|, |0|, |1|
|exertion--and|, |0|, |0|, |1|, |0|, |1|
|wide,|, |0|, |0|, |0|, |1|, |1|
|order.|, |0|, |0|, |1|, |1|, |2|
|Mr|, |1|, |1|, |0|, |0|, |2|
|[|, |1|, |0|, |0|, |0|, |1|
|'bad'--the|, |0|, |0|, |1|, |0|, |1|
|receive|, |1|, |2|, |1|, |2|, |6|
|return,|, |0|, |0|, |2|, |0|, |2|
|entertainment|, |1|, |1|, |1|, |1|, |4|
|fountains|, |1|, |0|, |0|, |0|, |1|
|show|, |3|, |4|, |3|, |4|, |14|
|case,"|, |0|, |0|, |1|, |1|, |2|
|had,|, |0|, |0|, |1|, |0|, |1|
|scrutiny|, |1|, |0|, |0|, |0|, |1|
|Caroline,"|, |0|, |0|, |1|, |1|, |2|
|fashion,--it|, |0|, |0|, |0|, |1|, |1|
|places|, |1|, |1|, |1|, |1|, |4|
|singularly|, |1|, |1|, |1|, |1|, |4|
|cheeks.|, |0|, |0|, |1|, |2|, |3|
|lamp|, |1|, |1|, |0|, |0|, |2|
|tall|, |2|, |2|, |2|, |1|, |7|
|perfect|, |1|, |1|, |1|, |1|, |4|
|exhibited|, |1|, |0|, |1|, |0|, |2|
|moments|, |2|, |2|, |1|, |1|, |6|
|air.|, |0|, |0|, |3|, |1|, |4|
|coffee?"|, |0|, |0|, |1|, |1|, |2|
|Come;"|, |0|, |0|, |0|, |1|, |1|
|with|, |125|, |100|, |121|, |100|, |446|
|"carryall,"|, |0|, |0|, |0|, |1|, |1|
|spent."|, |0|, |0|, |1|, |0|, |1|
|would,|, |0|, |0|, |1|, |0|, |1|
